filename,words_sentences,blw,lable,predict
data/ppVietnamese_by_catalog/Easy/t/t (30).txt,23.3529411765,17.2131147541,1,1.0
data/ppVietnamese_by_catalog/Normal/CG_TH_/CG_TH_ (268).txt,22.2,14.2180094787,2,1.0
data/ppVietnamese_by_catalog/Easy/sgk/sgk (46).txt,11.625,22.3529411765,1,1.0
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (34).txt,14.4,8.43373493976,2,1.0
data/ppVietnamese_by_catalog/Normal/CG_TH_/CG_TH_ (420).txt,25.9090909091,14.1666666667,2,1.0
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (44).txt,14.0588235294,11.7346938776,2,1.0
data/ppVietnamese_by_catalog/Normal/CG_TH_/CG_TH_ (319).txt,20.2068965517,14.6118721461,2,1.0
data/ppVietnamese_by_catalog/Easy/sgk/sgk (11).txt,7.4,14.6666666667,1,1.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (844).txt,23.8476190476,11.5094339623,3,1.0
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (1).txt,14.5263157895,11.8279569892,2,1.0
data/ppVietnamese_by_catalog/Normal/HV_VNE_/HV_VNE_ (47).txt,31.25,13.5922330097,2,3.0
data/ppVietnamese_by_catalog/Easy/sgk/sgk (61).txt,8.8,31.746031746,1,1.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (151).txt,33.7848101266,11.301369863,3,3.0
data/ppVietnamese_by_catalog/Easy/vm-12/vm-12 (7).txt,25.0,12.4031007752,1,1.0
data/ppVietnamese_by_catalog/Easy/sgk/sgk (105).txt,11.3333333333,14.4230769231,1,1.0
data/ppVietnamese_by_catalog/Easy/tn-2/tn-2 (252).txt,15.5517241379,20.1298701299,1,1.0
data/ppVietnamese_by_catalog/Easy/sgk/sgk (407).txt,25.5714285714,17.0454545455,1,1.0
data/ppVietnamese_by_catalog/Difficult/ttnq/ttnq (273).txt,26.4204545455,14.5061728395,3,1.0
data/ppVietnamese_by_catalog/Normal/CG_TH_/CG_TH_ (216).txt,26.0588235294,13.0434782609,2,1.0
data/ppVietnamese_by_catalog/Easy/vm-3/vm-3 (68).txt,11.0,18.9189189189,1,1.0
data/ppVietnamese_by_catalog/Easy/sgk/sgk (689).txt,12.2857142857,11.9047619048,1,1.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (998).txt,27.0384615385,12.0938628159,3,2.0
data/ppVietnamese_by_catalog/Easy/sgk/sgk (634).txt,13.8333333333,12.1212121212,1,1.0
data/ppVietnamese_by_catalog/Difficult/tl/tl (33).txt,24.7072243346,9.24444444444,3,2.0
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (215).txt,19.5,12.676056338,2,1.0
data/ppVietnamese_by_catalog/Normal/HS_VNE_/HS_VNE_ (75).txt,12.1428571429,14.2857142857,2,1.0
data/ppVietnamese_by_catalog/Easy/vm-9/vm-9 (13).txt,14.4285714286,13.5593220339,1,1.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (701).txt,17.3880597015,14.402173913,3,1.0
data/ppVietnamese_by_catalog/Normal/SKDA_NLD_/SKDA_NLD_ (1076).txt,14.6666666667,10.8108108108,2,1.0
data/ppVietnamese_by_catalog/Normal/HV_VNE_/HV_VNE_ (320).txt,18.625,10.8108108108,2,1.0
data/ppVietnamese_by_catalog/Normal/DH_VNE_/DH_VNE_ (438).txt,21.4666666667,15.503875969,2,1.0
data/ppVietnamese_by_catalog/Easy/gs/gs (163).txt,13.5068493151,17.9054054054,1,1.0
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (511).txt,26.7906976744,15.9891598916,2,1.0
data/ppVietnamese_by_catalog/Easy/sgk/sgk (134).txt,10.0,15.1162790698,1,1.0
data/ppVietnamese_by_catalog/Easy/vm-3/vm-3 (11).txt,7.5,10.0,1,1.0
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (58).txt,19.1666666667,16.4383561644,2,1.0
data/ppVietnamese_by_catalog/Easy/sgk/sgk (498).txt,16.125,15.4471544715,1,1.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (564).txt,32.3181818182,11.8181818182,3,3.0
data/ppVietnamese_by_catalog/Normal/LD_TN_/LD_TN_ (686).txt,14.5333333333,7.5,2,1.0
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (192).txt,20.8181818182,18.359375,2,1.0
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (93).txt,18.3529411765,7.96460176991,2,1.0
data/ppVietnamese_by_catalog/Easy/tn-3/tn-3 (55).txt,9.33333333333,17.0454545455,1,1.0
data/ppVietnamese_by_catalog/Normal/CG_TH_/CG_TH_ (416).txt,22.0,6.25,2,2.0
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (678).txt,25.1428571429,14.6341463415,2,1.0
data/ppVietnamese_by_catalog/Normal/HV_VNE_/HV_VNE_ (245).txt,22.0,13.6,2,1.0
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (470).txt,16.5111111111,12.9921259843,2,1.0
data/ppVietnamese_by_catalog/Easy/tn-1/tn-1 (176).txt,7.75,11.9658119658,1,1.0
data/ppVietnamese_by_catalog/Easy/tn-1/tn-1 (253).txt,11.2727272727,13.0,1,1.0
data/ppVietnamese_by_catalog/Easy/tn-2/tn-2 (265).txt,12.0,19.6261682243,1,1.0
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (178).txt,13.6428571429,16.2895927602,2,1.0
data/ppVietnamese_by_catalog/Normal/GD_NLD_/GD_NLD_ (198).txt,14.3793103448,17.5438596491,2,1.0
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (632).txt,20.7777777778,22.0930232558,2,1.0
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (337).txt,14.2857142857,11.5942028986,2,1.0
data/ppVietnamese_by_catalog/Normal/LS_VNE_/LS_VNE_ (62).txt,18.3488372093,13.8408304498,2,1.0
data/ppVietnamese_by_catalog/Easy/vm-5/vm-5 (87).txt,17.4615384615,18.085106383,1,1.0
data/ppVietnamese_by_catalog/Easy/gs/gs (60).txt,19.7179487179,15.8536585366,1,1.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (382).txt,32.5692307692,12.0516499283,3,3.0
data/ppVietnamese_by_catalog/Normal/CG_TH_/CG_TH_ (45).txt,21.1785714286,16.0714285714,2,1.0
data/ppVietnamese_by_catalog/Easy/gs/gs (73).txt,14.4252873563,17.7304964539,1,1.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (376).txt,27.7912087912,10.6317411402,3,3.0
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (541).txt,11.4,8.33333333333,2,1.0
data/ppVietnamese_by_catalog/Difficult/tl/tl (17).txt,22.7733711048,10.0259291271,3,1.0
data/ppVietnamese_by_catalog/Difficult/lv/lv (3).txt,17.0939226519,9.39803439803,3,1.0
data/ppVietnamese_by_catalog/Easy/gs/gs (194).txt,13.8226600985,14.9152542373,1,1.0
data/ppVietnamese_by_catalog/Difficult/tl/tl (49).txt,23.5255813953,11.017838405,3,1.0
data/ppVietnamese_by_catalog/Normal/TT_TN_/TT_TN_ (369).txt,9.83333333333,12.9032258065,2,1.0
data/ppVietnamese_by_catalog/Difficult/lv/lv (6).txt,20.9611650485,10.3448275862,3,1.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (150).txt,28.2784810127,9.57746478873,3,3.0
data/ppVietnamese_by_catalog/Easy/ct24/ct24 (19).txt,21.2857142857,15.7549234136,1,1.0
data/ppVietnamese_by_catalog/Easy/sgk/sgk (568).txt,8.625,8.33333333333,1,1.0
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (676).txt,19.3,15.3846153846,2,1.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (845).txt,30.504587156,10.8452950558,3,3.0
data/ppVietnamese_by_catalog/Easy/sgk/sgk (38).txt,9.04347826087,10.6666666667,1,1.0
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (813).txt,19.1034482759,12.9166666667,2,1.0
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (99).txt,13.5761904762,12.0263591433,2,1.0
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (585).txt,18.36,9.19540229885,2,1.0
data/ppVietnamese_by_catalog/Easy/ct24/ct24 (43).txt,16.2727272727,15.5080213904,1,1.0
data/ppVietnamese_by_catalog/Easy/t/t (57).txt,11.8518518519,14.4578313253,1,1.0
data/ppVietnamese_by_catalog/Easy/tn-3/tn-3 (30).txt,12.0,14.2433234421,1,1.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (913).txt,28.425,10.3896103896,3,3.0
data/ppVietnamese_by_catalog/Easy/tn-3/tn-3 (143).txt,10.2,12.7272727273,1,1.0
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (280).txt,16.9393939394,13.8755980861,2,1.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (766).txt,22.40625,12.1134020619,3,1.0
data/ppVietnamese_by_catalog/Easy/vm-3/vm-3 (38).txt,7.42857142857,15.7894736842,1,1.0
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (24).txt,15.2222222222,21.9512195122,2,1.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (245).txt,21.8571428571,10.1549053356,3,1.0
data/ppVietnamese_by_catalog/Easy/vm-7/vm-7 (24).txt,17.4166666667,13.3802816901,1,1.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (31).txt,21.1971830986,14.931237721,3,1.0
data/ppVietnamese_by_catalog/Normal/HS_VNE_/HS_VNE_ (42).txt,15.3888888889,20.3125,2,1.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (784).txt,42.2051282051,12.7610208817,3,3.0
data/ppVietnamese_by_catalog/Normal/DH_VNE_/DH_VNE_ (528).txt,14.8,13.0841121495,2,1.0
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (177).txt,16.6111111111,25.0,2,1.0
data/ppVietnamese_by_catalog/Easy/vm-9/vm-9 (203).txt,15.9411764706,15.8878504673,1,1.0
data/ppVietnamese_by_catalog/Easy/tn-2/tn-2 (230).txt,19.5,16.1111111111,1,1.0
data/ppVietnamese_by_catalog/Easy/ebe/ebe (58).txt,12.7619047619,10.4166666667,1,1.0
data/ppVietnamese_by_catalog/Normal/T_TT_/T_TT_ (575).txt,17.5555555556,13.4615384615,2,1.0
data/ppVietnamese_by_catalog/Normal/CG_TH_/CG_TH_ (288).txt,22.5142857143,11.7647058824,2,1.0
data/ppVietnamese_by_catalog/Normal/LS_NLD_/LS_NLD_ (170).txt,21.4722222222,14.1891891892,2,1.0
data/ppVietnamese_by_catalog/Normal/CG_TH_/CG_TH_ (48).txt,26.8888888889,14.1592920354,2,1.0
data/ppVietnamese_by_catalog/Easy/tn-3/tn-3 (285).txt,12.6428571429,13.0434782609,1,1.0
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (374).txt,14.1333333333,6.57894736842,2,1.0
data/ppVietnamese_by_catalog/Easy/tn-2/tn-2 (210).txt,20.7619047619,16.6666666667,1,1.0
data/ppVietnamese_by_catalog/Normal/HV_VNE_/HV_VNE_ (335).txt,16.0441176471,11.7845117845,2,1.0
data/ppVietnamese_by_catalog/Normal/HS_VNE_/HS_VNE_ (44).txt,14.0,13.7931034483,2,1.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (1027).txt,23.5319148936,10.618066561,3,1.0
data/ppVietnamese_by_catalog/Easy/ebe/ebe (68).txt,16.0,16.9491525424,1,1.0
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (452).txt,17.32,12.8834355828,2,1.0
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (122).txt,16.4615384615,15.3005464481,2,1.0
data/ppVietnamese_by_catalog/Easy/tn-2/tn-2 (17).txt,13.9285714286,15.0684931507,1,1.0
data/ppVietnamese_by_catalog/Easy/ct24/ct24 (14).txt,20.3055555556,12.6086956522,1,1.0
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (123).txt,18.4444444444,12.0481927711,2,1.0
data/ppVietnamese_by_catalog/Easy/vm-7/vm-7 (114).txt,19.1176470588,13.0434782609,1,1.0
data/ppVietnamese_by_catalog/Easy/vm-5/vm-5 (66).txt,13.4375,20.253164557,1,1.0
data/ppVietnamese_by_catalog/Normal/GT_NLD_/GT_NLD_ (339).txt,15.0576923077,12.1771217712,2,1.0
data/ppVietnamese_by_catalog/Normal/T_TT_/T_TT_ (579).txt,15.8571428571,16.6666666667,2,1.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (786).txt,20.5817307692,10.6382978723,3,1.0
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (200).txt,25.1666666667,14.8648648649,2,1.0
data/ppVietnamese_by_catalog/Difficult/ttnq/ttnq (229).txt,13.6624040921,12.3684210526,3,1.0
data/ppVietnamese_by_catalog/Easy/vm-7/vm-7 (27).txt,18.95,13.5338345865,1,1.0
data/ppVietnamese_by_catalog/Normal/HS_VNE_/HS_VNE_ (79).txt,16.92,16.4948453608,2,1.0
data/ppVietnamese_by_catalog/Easy/tn-1/tn-1 (130).txt,21.8888888889,23.8095238095,1,1.0
data/ppVietnamese_by_catalog/Easy/tn-2/tn-2 (316).txt,14.4285714286,15.3846153846,1,1.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (909).txt,32.1666666667,11.6666666667,3,3.0
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (138).txt,23.1,11.5789473684,2,1.0
data/ppVietnamese_by_catalog/Easy/sgk/sgk (90).txt,14.0909090909,22.972972973,1,1.0
data/ppVietnamese_by_catalog/Normal/HV_VNE_/HV_VNE_ (303).txt,18.3333333333,11.4285714286,2,1.0
data/ppVietnamese_by_catalog/Easy/mn/mn (28).txt,8.96551724138,16.0,1,1.0
data/ppVietnamese_by_catalog/Easy/sgk/sgk (236).txt,10.6,21.875,1,1.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (438).txt,25.5674418605,11.2917795845,3,1.0
data/ppVietnamese_by_catalog/Normal/HV_VNE_/HV_VNE_ (83).txt,11.4230769231,13.3333333333,2,1.0
data/ppVietnamese_by_catalog/Easy/sgk/sgk (582).txt,15.1764705882,13.5593220339,1,1.0
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (697).txt,18.3,13.2530120482,2,1.0
data/ppVietnamese_by_catalog/Easy/vm-9/vm-9 (7).txt,17.3888888889,13.0769230769,1,1.0
data/ppVietnamese_by_catalog/Normal/CG_TH_/CG_TH_ (464).txt,30.1666666667,14.4444444444,2,2.0
data/ppVietnamese_by_catalog/Easy/t/t (49).txt,12.4761904762,10.8695652174,1,1.0
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (292).txt,24.5,19.5402298851,2,1.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (957).txt,41.481865285,8.69565217391,3,3.0
data/ppVietnamese_by_catalog/Normal/DH_VNE_/DH_VNE_ (494).txt,12.0,24.2424242424,2,1.0
data/ppVietnamese_by_catalog/Easy/vm-9/vm-9 (79).txt,22.4285714286,13.5593220339,1,1.0
data/ppVietnamese_by_catalog/Easy/vm-11/vm-11 (22).txt,23.0,14.5833333333,1,1.0
data/ppVietnamese_by_catalog/Normal/TGT_TT_/TGT_TT_ (308).txt,18.5,10.8108108108,2,1.0
data/ppVietnamese_by_catalog/Easy/vm-3/vm-3 (84).txt,12.875,13.0434782609,1,1.0
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (583).txt,23.4166666667,17.5572519084,2,1.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (1080).txt,26.7676767677,8.84808013356,3,3.0
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (705).txt,22.0,17.3913043478,2,1.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (637).txt,28.7042253521,12.0527306968,3,3.0
data/ppVietnamese_by_catalog/Normal/DH_VNE_/DH_VNE_ (248).txt,3.09615384615,17.1875,2,1.0
data/ppVietnamese_by_catalog/Easy/sgk/sgk (17).txt,8.55,15.2777777778,1,1.0
data/ppVietnamese_by_catalog/Easy/tn-2/tn-2 (42).txt,12.3103448276,12.5,1,1.0
data/ppVietnamese_by_catalog/Difficult/ttnq/ttnq (233).txt,5.27272727273,20.9523809524,3,1.0
data/ppVietnamese_by_catalog/Normal/CG_TH_/CG_TH_ (253).txt,17.2727272727,14.6341463415,2,1.0
data/ppVietnamese_by_catalog/Normal/SKDA_NLD_/SKDA_NLD_ (1100).txt,24.2121212121,12.0481927711,2,1.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (152).txt,47.0888888889,11.0429447853,3,3.0
data/ppVietnamese_by_catalog/Normal/HS_VNE_/HS_VNE_ (28).txt,11.3333333333,15.0,2,1.0
data/ppVietnamese_by_catalog/Easy/tn-3/tn-3 (181).txt,9.36842105263,15.7024793388,1,1.0
data/ppVietnamese_by_catalog/Normal/GDu_TT_/GDu_TT_ (538).txt,18.0,28.2051282051,2,1.0
data/ppVietnamese_by_catalog/Easy/vm-7/vm-7 (3).txt,16.2083333333,15.0,1,1.0
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (97).txt,18.5744680851,13.7457044674,2,1.0
data/ppVietnamese_by_catalog/Normal/DH_VNE_/DH_VNE_ (27).txt,20.6,16.6666666667,2,1.0
data/ppVietnamese_by_catalog/Easy/sgk/sgk (530).txt,16.8,9.09090909091,1,1.0
data/ppVietnamese_by_catalog/Easy/tn-2/tn-2 (319).txt,11.7105263158,13.2450331126,1,1.0
data/ppVietnamese_by_catalog/Easy/sgk/sgk (195).txt,12.0,12.2448979592,1,1.0
data/ppVietnamese_by_catalog/Normal/DH_VNE_/DH_VNE_ (35).txt,17.0,6.55737704918,2,1.0
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (597).txt,14.8831168831,14.2857142857,2,1.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (318).txt,17.8817204301,15.2654867257,3,1.0
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (735).txt,13.0,9.23076923077,2,1.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (490).txt,20.4842105263,12.213740458,3,1.0
data/ppVietnamese_by_catalog/Easy/mnhp/mnhp (37).txt,13.9411764706,19.0476190476,1,1.0
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (572).txt,17.3103448276,13.6363636364,2,1.0
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (294).txt,16.5952380952,11.4173228346,2,1.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (439).txt,23.453125,7.9528718704,3,2.0
data/ppVietnamese_by_catalog/Normal/CG_TH_/CG_TH_ (321).txt,24.0769230769,12.1359223301,2,1.0
data/ppVietnamese_by_catalog/Normal/CG_TH_/CG_TH_ (504).txt,8.13636363636,15.1515151515,2,1.0
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (574).txt,22.5,21.9512195122,2,1.0
data/ppVietnamese_by_catalog/Easy/sgk/sgk (275).txt,12.3,8.33333333333,1,1.0
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (489).txt,15.4848484848,19.4871794872,2,1.0
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (327).txt,19.5,11.6935483871,2,1.0
data/ppVietnamese_by_catalog/Normal/GDu_TT_/GDu_TT_ (556).txt,15.5714285714,17.6470588235,2,1.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (718).txt,30.275862069,11.9626168224,3,3.0
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (34).txt,14.5,10.5263157895,2,1.0
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (456).txt,11.2857142857,19.2771084337,2,1.0
data/ppVietnamese_by_catalog/Easy/vm-9/vm-9 (136).txt,18.5833333333,16.847826087,1,1.0
data/ppVietnamese_by_catalog/Easy/tn-1/tn-1 (195).txt,23.3157894737,11.5384615385,1,1.0
data/ppVietnamese_by_catalog/Normal/CG_TH_/CG_TH_ (287).txt,19.0,16.0784313725,2,1.0
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (298).txt,14.0909090909,13.0434782609,2,1.0
data/ppVietnamese_by_catalog/Easy/sgk/sgk (504).txt,17.5555555556,14.9606299213,1,1.0
data/ppVietnamese_by_catalog/Difficult/lv/lv (46).txt,17.792,11.496350365,3,1.0
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (392).txt,17.6818181818,10.6060606061,2,1.0
data/ppVietnamese_by_catalog/Easy/vm-7/vm-7 (80).txt,11.7894736842,20.0,1,1.0
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (214).txt,13.1509433962,13.1782945736,2,1.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (1007).txt,28.7326732673,9.92481203008,3,3.0
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (772).txt,17.7857142857,21.8487394958,2,1.0
data/ppVietnamese_by_catalog/Normal/CG_TH_/CG_TH_ (154).txt,24.4166666667,9.03225806452,2,2.0
data/ppVietnamese_by_catalog/Easy/gs/gs (31).txt,12.7826086957,15.8415841584,1,1.0
data/ppVietnamese_by_catalog/Difficult/lv/lv (55).txt,21.6848249027,7.87037037037,3,1.0
data/ppVietnamese_by_catalog/Easy/sgk/sgk (680).txt,9.0,8.33333333333,1,1.0
data/ppVietnamese_by_catalog/Normal/LS_VNE_/LS_VNE_ (88).txt,19.2553191489,11.5987460815,2,1.0
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (536).txt,23.0,27.5862068966,2,1.0
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (78).txt,12.3333333333,16.0377358491,2,1.0
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (553).txt,21.0,13.6,2,1.0
data/ppVietnamese_by_catalog/Easy/sgk/sgk (473).txt,11.32,15.8333333333,1,1.0
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (645).txt,27.3333333333,11.9402985075,2,2.0
data/ppVietnamese_by_catalog/Easy/tn-2/tn-2 (159).txt,12.347826087,14.4859813084,1,1.0
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (621).txt,24.9,12.6315789474,2,1.0
data/ppVietnamese_by_catalog/Easy/vm-5/vm-5 (35).txt,15.0,28.4210526316,1,1.0
data/ppVietnamese_by_catalog/Difficult/ttnq/ttnq (118).txt,53.7076923077,13.9130434783,3,3.0
data/ppVietnamese_by_catalog/Difficult/ttnq/ttnq (257).txt,26.3333333333,15.6626506024,3,1.0
data/ppVietnamese_by_catalog/Difficult/ttnq/ttnq (305).txt,23.9193548387,10.4529616725,3,1.0
data/ppVietnamese_by_catalog/Normal/LS_NLD_/LS_NLD_ (173).txt,13.2682926829,11.2820512821,2,1.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (435).txt,24.4285714286,13.5593220339,3,1.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (8).txt,32.0833333333,12.0181405896,3,3.0
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (779).txt,18.0,13.5593220339,2,1.0
data/ppVietnamese_by_catalog/Difficult/ml/ml (7).txt,18.1748251748,10.4265402844,3,1.0
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (718).txt,23.6923076923,10.15625,2,1.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (154).txt,30.2307692308,10.1388888889,3,3.0
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (508).txt,14.9166666667,11.1111111111,2,1.0
data/ppVietnamese_by_catalog/Normal/DH_VNE_/DH_VNE_ (213).txt,15.4761904762,11.811023622,2,1.0
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (267).txt,19.0238095238,12.1338912134,2,1.0
data/ppVietnamese_by_catalog/Easy/vm-9/vm-9 (42).txt,16.9130434783,16.0427807487,1,1.0
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (651).txt,21.0,10.4347826087,2,1.0
data/ppVietnamese_by_catalog/Easy/vm-3/vm-3 (61).txt,9.85714285714,12.9032258065,1,1.0
data/ppVietnamese_by_catalog/Normal/HV_VNE_/HV_VNE_ (53).txt,23.5714285714,20.5128205128,2,1.0
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (443).txt,25.8571428571,20.2702702703,2,1.0
data/ppVietnamese_by_catalog/Easy/tn-2/tn-2 (187).txt,16.8,15.3284671533,1,1.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (357).txt,35.703125,10.38647343,3,3.0
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (57).txt,15.4545454545,15.0684931507,2,1.0
data/ppVietnamese_by_catalog/Easy/tn-3/tn-3 (160).txt,9.2131147541,20.9205020921,1,1.0
data/ppVietnamese_by_catalog/Easy/sgk/sgk (79).txt,21.25,20.0,1,1.0
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (304).txt,19.0,10.0,2,1.0
data/ppVietnamese_by_catalog/Easy/vm-7/vm-7 (16).txt,15.64,14.2857142857,1,1.0
data/ppVietnamese_by_catalog/Difficult/ttnq/ttnq (247).txt,5.29411764706,11.5384615385,3,1.0
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (359).txt,26.0,8.04597701149,2,3.0
data/ppVietnamese_by_catalog/Easy/vm-9/vm-9 (121).txt,9.45,12.3076923077,1,1.0
data/ppVietnamese_by_catalog/Normal/TT_TN_/TT_TN_ (351).txt,17.25,7.69230769231,2,1.0
data/ppVietnamese_by_catalog/Difficult/ttnq/ttnq (174).txt,33.0292682927,10.977443609,3,3.0
data/ppVietnamese_by_catalog/Easy/vm-11/vm-11 (61).txt,12.4545454545,23.0769230769,1,1.0
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (789).txt,25.375,12.6315789474,2,1.0
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (134).txt,17.6111111111,15.9722222222,2,1.0
data/ppVietnamese_by_catalog/Normal/HS_VNE_/HS_VNE_ (154).txt,16.0,14.1509433962,2,1.0
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (356).txt,21.3611111111,17.2535211268,2,1.0
data/ppVietnamese_by_catalog/Easy/mnhp/mnhp (41).txt,13.25,12.5,1,1.0
data/ppVietnamese_by_catalog/Difficult/l/l (130).txt,26.6653543307,11.7910447761,3,2.0
data/ppVietnamese_by_catalog/Easy/gs/gs (16).txt,14.5135135135,15.4897494305,1,1.0
