filename,letters_words,blw,lable,predict,,,
data/ppVietnamese_by_catalog/Normal/CG_TH_/CG_TH_ (385).txt,,6.223853211,14.594594595,2,2,1,
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (763).txt,,5.847826087,15.254237288,2,2,1,
data/ppVietnamese_by_catalog/Easy/tn-1/tn-1 (262).txt,,6.105882353,15.789473684,1,2,0,
data/ppVietnamese_by_catalog/Normal/TGT_TT_/TGT_TT_ (189).txt,,5.710296684,12.237762238,2,1,0,
data/ppVietnamese_by_catalog/Normal/CG_TH_/CG_TH_ (286).txt,,6.241676942,14.015151515,2,2,1,
data/ppVietnamese_by_catalog/Difficult/ttnq/ttnq (99).txt,,7.536423841,15.636363636,3,3,1,
data/ppVietnamese_by_catalog/Easy/tn-2/tn-2 (140).txt,,5.760663507,14.193548387,1,2,0,
data/ppVietnamese_by_catalog/Easy/tn-1/tn-1 (246).txt,,5.397476341,19.672131148,1,1,1,
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (142).txt,,7.39390642,10.382513661,3,3,1,
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (176).txt,,5.851441242,11.450381679,2,2,1,
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (630).txt,,6.369509044,18.617021277,2,2,1,
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (39).txt,,5.736694678,16.738197425,2,2,1,
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (139).txt,,7.363300493,10.14198783,3,3,1,
data/ppVietnamese_by_catalog/Easy/ct24/ct24 (6).txt,,4.982924226,13.765182186,1,1,1,
data/ppVietnamese_by_catalog/Normal/TGT_TT_/TGT_TT_ (229).txt,,6.350877193,19.81981982,2,2,1,
data/ppVietnamese_by_catalog/Normal/CG_TH_/CG_TH_ (476).txt,,6.099140401,13.118811881,2,2,1,
data/ppVietnamese_by_catalog/Easy/sgk/sgk (22).txt,,5.097087379,22.448979592,1,1,1,
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (614).txt,,6.582914573,15.384615385,2,2,1,
data/ppVietnamese_by_catalog/Normal/CG_TH_/CG_TH_ (20).txt,,6.085454545,18.156424581,2,2,1,
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (828).txt,,7.437092265,12.199630314,3,3,1,
data/ppVietnamese_by_catalog/Difficult/ttnq/ttnq (276).txt,,8.618090452,18.787878788,3,3,1,
data/ppVietnamese_by_catalog/Normal/CG_TH_/CG_TH_ (37).txt,,5.916905444,12.280701754,2,2,1,
data/ppVietnamese_by_catalog/Easy/tn-3/tn-3 (108).txt,,6.602112676,8.333333333,1,2,0,
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (913).txt,,6.480851064,15.68627451,2,2,1,
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (745).txt,,7.088977956,10.631229236,3,3,1,
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (990).txt,,7.033269045,9.545454545,3,3,1,
data/ppVietnamese_by_catalog/Easy/vm-10/vm-10 (1).txt,,5.275167785,13.28125,1,1,1,
data/ppVietnamese_by_catalog/Easy/vm-12/vm-12 (17).txt,,6.226666667,13.513513514,1,2,0,
data/ppVietnamese_by_catalog/Difficult/lv/lv (97).txt,,7.717147044,10.533515732,3,3,1,
data/ppVietnamese_by_catalog/Easy/sgk/sgk (670).txt,,5.23,7.894736842,1,1,1,
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (1067).txt,,7.509619897,11.872909699,3,3,1,
data/ppVietnamese_by_catalog/Normal/DH_VNE_/DH_VNE_ (167).txt,,6.748201439,13.846153846,2,2,1,
data/ppVietnamese_by_catalog/Easy/sgk/sgk (534).txt,,5.034090909,15.238095238,1,1,1,
data/ppVietnamese_by_catalog/Easy/sgk/sgk (197).txt,,5.839572193,21.568627451,1,2,0,
data/ppVietnamese_by_catalog/Easy/vm-3/vm-3 (10).txt,,4.563636364,23.076923077,1,1,1,
data/ppVietnamese_by_catalog/Easy/gs/gs (107).txt,,5.502564103,13.93442623,1,1,1,
data/ppVietnamese_by_catalog/Easy/tn-2/tn-2 (223).txt,,5.763796909,16.568047337,1,2,0,
data/ppVietnamese_by_catalog/Normal/HV_VNE_/HV_VNE_ (226).txt,,6.688,10.434782609,2,2,1,
data/ppVietnamese_by_catalog/Normal/DH_VNE_/DH_VNE_ (586).txt,,8.826484018,12.048192771,2,3,0,
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (558).txt,,6.679577465,9.259259259,2,2,1,
data/ppVietnamese_by_catalog/Normal/TGT_TT_/TGT_TT_ (242).txt,,5.867256637,14.754098361,2,2,1,
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (542).txt,,7.663088357,10.849909584,3,3,1,
data/ppVietnamese_by_catalog/Easy/tn-1/tn-1 (55).txt,,5.635036496,10.769230769,1,1,1,
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (659).txt,,7.011498258,9.787928222,3,3,1,
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (651).txt,,6.010752688,13.888888889,2,2,1,
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (1042).txt,,7.142348754,10.025062657,3,3,1,
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (238).txt,,6.666666667,15.286624204,2,2,1,
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (243).txt,,6.12849162,13.095238095,2,2,1,
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (953).txt,,6.88472865,10.37037037,3,2,0,
data/ppVietnamese_by_catalog/Normal/CG_TH_/CG_TH_ (183).txt,,6.433333333,12.280701754,2,2,1,
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (396).txt,,7.222474461,13.705583756,3,2,0,
data/ppVietnamese_by_catalog/Normal/HV_VNE_/HV_VNE_ (58).txt,,6.413043478,8.474576271,2,2,1,
data/ppVietnamese_by_catalog/Easy/tn-1/tn-1 (136).txt,,6.179190751,19.14893617,1,2,0,
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (482).txt,,5.52123424,13.409961686,2,1,0,
data/ppVietnamese_by_catalog/Normal/HV_VNE_/HV_VNE_ (207).txt,,6.389728097,11.023622047,2,2,1,
data/ppVietnamese_by_catalog/Normal/HV_VNE_/HV_VNE_ (164).txt,,6.801369863,11.842105263,2,2,1,
data/ppVietnamese_by_catalog/Easy/sgk/sgk (156).txt,,5.378787879,14.606741573,1,1,1,
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (274).txt,,6.761699064,11.139896373,3,2,0,
data/ppVietnamese_by_catalog/Normal/DH_VNE_/DH_VNE_ (326).txt,,6.155797101,19.78021978,2,2,1,
data/ppVietnamese_by_catalog/Easy/vm-3/vm-3 (62).txt,,5.306666667,15.151515152,1,1,1,
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (350).txt,,6.137214137,11.666666667,2,2,1,
data/ppVietnamese_by_catalog/Normal/CG_TH_/CG_TH_ (446).txt,,5.795883362,13.483146067,2,2,1,
data/ppVietnamese_by_catalog/Normal/HV_VNE_/HV_VNE_ (218).txt,,6.476190476,11.578947368,2,2,1,
data/ppVietnamese_by_catalog/Normal/HV_VNE_/HV_VNE_ (16).txt,,6.76744186,7.52688172,2,2,1,
data/ppVietnamese_by_catalog/Easy/tn-2/tn-2 (261).txt,,5.306878307,15.789473684,1,1,1,
data/ppVietnamese_by_catalog/Normal/CG_TH_/CG_TH_ (374).txt,,6.713141026,12.5,2,2,1,
data/ppVietnamese_by_catalog/Easy/vm-5/vm-5 (44).txt,,5.731974922,12.8,1,1,1,
data/ppVietnamese_by_catalog/Normal/DH_VNE_/DH_VNE_ (239).txt,,6.696035242,13.812154696,2,2,1,
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (698).txt,,5.709342561,11.023622047,2,1,0,
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (379).txt,,6.01744186,18.333333333,2,2,1,
data/ppVietnamese_by_catalog/Easy/tn-1/tn-1 (163).txt,,6.107526882,16.091954023,1,2,0,
data/ppVietnamese_by_catalog/Easy/vm-3/vm-3 (78).txt,,5.328767123,7.692307692,1,1,1,
data/ppVietnamese_by_catalog/Normal/DH_VNE_/DH_VNE_ (505).txt,,6.888888889,18.181818182,2,2,1,
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (103).txt,,5.695538058,9.090909091,2,1,0,
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (744).txt,,7.818282426,9.731543624,3,3,1,
data/ppVietnamese_by_catalog/Normal/DH_VNE_/DH_VNE_ (422).txt,,6.734246575,13.793103448,2,2,1,
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (758).txt,,5.739707835,12.455516014,2,1,0,
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (734).txt,,5.602870813,11.822660099,2,1,0,
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (537).txt,,6.431654676,19.230769231,2,2,1,
data/ppVietnamese_by_catalog/Normal/LS_VNE_/LS_VNE_ (32).txt,,5.605289929,16.96969697,2,1,0,
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (465).txt,,6.304347826,14.035087719,2,2,1,
data/ppVietnamese_by_catalog/Normal/DH_VNE_/DH_VNE_ (141).txt,,6.32780083,15.533980583,2,2,1,
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (418).txt,,7.279438682,11.618257261,3,3,1,
data/ppVietnamese_by_catalog/Easy/sgk/sgk (184).txt,,5.082644628,25,1,1,1,
data/ppVietnamese_by_catalog/Normal/TT_TN_/TT_TN_ (375).txt,,6.903345725,14.52991453,2,2,1,
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (790).txt,,5.649681529,20,2,1,0,
data/ppVietnamese_by_catalog/Easy/vm-9/vm-9 (68).txt,,6.251851852,16.666666667,1,2,0,
data/ppVietnamese_by_catalog/Normal/HS_VNE_/HS_VNE_ (15).txt,,6.316804408,13.333333333,2,2,1,
data/ppVietnamese_by_catalog/Normal/SKDA_NLD_/SKDA_NLD_ (1082).txt,,6.355477855,14.590747331,2,2,1,
data/ppVietnamese_by_catalog/Easy/sgk/sgk (125).txt,,5.897810219,8.333333333,1,2,0,
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (232).txt,,6.929292929,5.357142857,2,3,0,
data/ppVietnamese_by_catalog/Normal/GT_NLD_/GT_NLD_ (311).txt,,6.172619048,12.5,2,2,1,
data/ppVietnamese_by_catalog/Difficult/l/l (181).txt,,7.00826304,11.237785016,3,2,0,
data/ppVietnamese_by_catalog/Easy/ct24/ct24 (17).txt,,5.21418637,14.358974359,1,1,1,
data/ppVietnamese_by_catalog/Easy/vm-2/vm-2 (8).txt,,5.59057072,12.5,1,1,1,
data/ppVietnamese_by_catalog/Difficult/ttnq/ttnq (105).txt,,6.172519396,14.09921671,3,2,0,
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (995).txt,,7.374501992,12.151067323,3,3,1,
data/ppVietnamese_by_catalog/Easy/tn-2/tn-2 (324).txt,,5.610119048,17.964071856,1,1,1,
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (633).txt,,7.409038239,11.428571429,3,3,1,
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (753).txt,,7.019417476,15.217391304,2,2,1,
data/ppVietnamese_by_catalog/Normal/DH_VNE_/DH_VNE_ (68).txt,,7.587765957,16.428571429,2,3,0,
data/ppVietnamese_by_catalog/Easy/tn-3/tn-3 (115).txt,,5.200896191,13.055555556,1,1,1,
data/ppVietnamese_by_catalog/Easy/vm-9/vm-9 (189).txt,,5.539748954,14.814814815,1,1,1,
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (944).txt,,7.231075697,9.900990099,3,3,1,
data/ppVietnamese_by_catalog/Easy/tn-2/tn-2 (48).txt,,5.735905045,9.917355372,1,1,1,
data/ppVietnamese_by_catalog/Normal/LD_TN_/LD_TN_ (689).txt,,5.906735751,18.279569892,2,2,1,
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (243).txt,,7.580208736,10.02004008,3,3,1,
data/ppVietnamese_by_catalog/Easy/vm-4/vm-4 (6).txt,,5.049382716,14.285714286,1,1,1,
data/ppVietnamese_by_catalog/Easy/sgk/sgk (497).txt,,6.578947368,10.666666667,1,2,0,
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (785).txt,,7.267474048,10.182370821,3,3,1,
data/ppVietnamese_by_catalog/Normal/GT_NLD_/GT_NLD_ (299).txt,,6.474660074,11.744966443,2,2,1,
data/ppVietnamese_by_catalog/Normal/DH_VNE_/DH_VNE_ (39).txt,,7.042857143,17.283950617,2,2,1,
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (369).txt,,6.313069909,15.079365079,2,2,1,
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (139).txt,,6.388059701,15.040650407,2,2,1,
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (105).txt,,6.05952381,15.277777778,2,2,1,
data/ppVietnamese_by_catalog/Normal/LS_NLD_/LS_NLD_ (203).txt,,5.969934641,14.840989399,2,2,1,
data/ppVietnamese_by_catalog/Easy/mn/mn (32).txt,,5.412307692,13.333333333,1,1,1,
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (1064).txt,,7.59524838,12.182741117,3,3,1,
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (264).txt,,6.015730337,12.751677852,2,2,1,
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (887).txt,,5.914507772,12.903225806,2,2,1,
data/ppVietnamese_by_catalog/Easy/tn-3/tn-3 (146).txt,,5.119453925,14.814814815,1,1,1,
data/ppVietnamese_by_catalog/Easy/ct24/ct24 (116).txt,,4.846836848,18.518518519,1,1,1,
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (427).txt,,6.284569138,16.972477064,2,2,1,
data/ppVietnamese_by_catalog/Easy/vm-7/vm-7 (19).txt,,5.180878553,18.367346939,1,1,1,
data/ppVietnamese_by_catalog/Easy/t/t (37).txt,,5.379943503,13.197969543,1,1,1,
data/ppVietnamese_by_catalog/Difficult/ttnq/ttnq (279).txt,,7.171017845,14.21319797,3,2,0,
data/ppVietnamese_by_catalog/Easy/vm-9/vm-9 (126).txt,,4.848,17.97752809,1,1,1,
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (86).txt,,5.756838906,14.393939394,2,2,1,
data/ppVietnamese_by_catalog/Easy/gs/gs (59).txt,,5.232673267,16.666666667,1,1,1,
data/ppVietnamese_by_catalog/Easy/tn-2/tn-2 (102).txt,,5.606593407,14.917127072,1,1,1,
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (507).txt,,5.808943089,11.585365854,2,2,1,
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (10).txt,,5.868181818,12.162162162,2,2,1,
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (1017).txt,,6.371160854,11.24497992,3,2,0,
data/ppVietnamese_by_catalog/Normal/DL_TN_/DL_TN_ (288).txt,,6.595238095,21.052631579,2,2,1,
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (418).txt,,6.439320388,14.855072464,2,2,1,
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (793).txt,,5.899159664,21.052631579,2,2,1,
data/ppVietnamese_by_catalog/Normal/HS_VNE_/HS_VNE_ (67).txt,,5.537190083,19.672131148,2,1,0,
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (281).txt,,7.219396406,9.233449477,3,3,1,
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (897).txt,,6.312258065,16.129032258,2,2,1,
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (412).txt,,6.825783972,11.256544503,3,2,0,
data/ppVietnamese_by_catalog/Normal/CG_TH_/CG_TH_ (198).txt,,6.539473684,9.090909091,2,2,1,
data/ppVietnamese_by_catalog/Normal/CG_TH_/CG_TH_ (419).txt,,5.860927152,14.666666667,2,2,1,
data/ppVietnamese_by_catalog/Normal/DH_VNE_/DH_VNE_ (496).txt,,6.570680628,20.338983051,2,2,1,
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (113).txt,,6.196969697,10,2,2,1,
data/ppVietnamese_by_catalog/Normal/HS_VNE_/HS_VNE_ (97).txt,,5.929460581,22.727272727,2,2,1,
data/ppVietnamese_by_catalog/Easy/tn-2/tn-2 (64).txt,,5.192982456,15.646258503,1,1,1,
data/ppVietnamese_by_catalog/Easy/vm-3/vm-3 (22).txt,,5.12962963,14.814814815,1,1,1,
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (1082).txt,,7.365640599,10.779436153,3,3,1,
data/ppVietnamese_by_catalog/Difficult/lv/lv (75).txt,,7.259487551,8.645533141,3,3,1,
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (730).txt,,7.437225208,11.846689895,3,3,1,
data/ppVietnamese_by_catalog/Normal/CG_TH_/CG_TH_ (257).txt,,7.148648649,15.254237288,2,2,1,
data/ppVietnamese_by_catalog/Normal/HV_VNE_/HV_VNE_ (234).txt,,6.889867841,13.008130081,2,2,1,
data/ppVietnamese_by_catalog/Normal/HV_VNE_/HV_VNE_ (25).txt,,6.014084507,12.592592593,2,2,1,
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (170).txt,,5.572519084,15.254237288,2,1,0,
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (480).txt,,6.882740054,12.803889789,3,2,0,
data/ppVietnamese_by_catalog/Normal/LS_VNE_/LS_VNE_ (71).txt,,6.091428571,7.8125,2,2,1,
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (426).txt,,6.081749049,14.492753623,2,2,1,
data/ppVietnamese_by_catalog/Easy/t/t (59).txt,,4.969127517,14.691943128,1,1,1,
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (594).txt,,5.968436155,15.023474178,2,2,1,
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (128).txt,,6.378787879,18.75,2,2,1,
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (833).txt,,7.300715381,8.797653959,3,3,1,
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (765).txt,,5.990024938,14.736842105,2,2,1,
data/ppVietnamese_by_catalog/Normal/T_TT_/T_TT_ (573).txt,,5.693333333,15.094339623,2,1,0,
data/ppVietnamese_by_catalog/Easy/gs/gs (185).txt,,5.138539043,17.829457364,1,1,1,
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (528).txt,,7.328664799,12.180746562,3,3,1,
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (521).txt,,6.650214592,5.844155844,2,3,0,
data/ppVietnamese_by_catalog/Normal/TT_TN_/TT_TN_ (367).txt,,6.55,15.068493151,2,2,1,
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (408).txt,,5.641791045,11.842105263,2,1,0,
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (508).txt,,6.056115108,12.5,2,2,1,
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (18).txt,,5.728132388,11.145510836,2,1,0,
data/ppVietnamese_by_catalog/Easy/tn-1/tn-1 (235).txt,,5.170506912,10.843373494,1,1,1,
data/ppVietnamese_by_catalog/Easy/tn-2/tn-2 (4).txt,,5.663551402,14.880952381,1,1,1,
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (748).txt,,6.038961039,16.901408451,2,2,1,
data/ppVietnamese_by_catalog/Normal/DH_VNE_/DH_VNE_ (502).txt,,6.215469613,21.739130435,2,2,1,
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (828).txt,,5.941101152,14.552238806,2,2,1,
data/ppVietnamese_by_catalog/Normal/LS_VNE_/LS_VNE_ (46).txt,,5.808333333,15.226337449,2,2,1,
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (403).txt,,6.196029777,12.352941176,2,2,1,
data/ppVietnamese_by_catalog/Easy/vm-5/vm-5 (84).txt,,5.151943463,9.016393443,1,1,1,
data/ppVietnamese_by_catalog/Difficult/ttnq/ttnq (241).txt,,11.860606061,14.285714286,3,3,1,
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (474).txt,,6.133333333,17.910447761,2,2,1,
data/ppVietnamese_by_catalog/Normal/CG_TH_/CG_TH_ (38).txt,,6.219178082,13.658536585,2,2,1,
data/ppVietnamese_by_catalog/Difficult/tl/tl (161).txt,,7.622660099,9.152086137,3,3,1,
data/ppVietnamese_by_catalog/Easy/vm-11/vm-11 (1).txt,,5.707964602,17.857142857,1,1,1,
data/ppVietnamese_by_catalog/Normal/TGT_TT_/TGT_TT_ (266).txt,,6.298295455,17.156862745,2,2,1,
data/ppVietnamese_by_catalog/Normal/GD_NLD_/GD_NLD_ (201).txt,,5.938356164,14.462809917,2,2,1,
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (328).txt,,6.106382979,12.244897959,2,2,1,
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (20).txt,,6.044444444,9.803921569,2,2,1,
data/ppVietnamese_by_catalog/Easy/sgk/sgk (225).txt,,7.046153846,9.756097561,1,3,0,
data/ppVietnamese_by_catalog/Easy/vm-7/vm-7 (86).txt,,4.783613445,19.135802469,1,1,1,
data/ppVietnamese_by_catalog/Easy/vm-6/vm-6 (10).txt,,5.643312102,16.326530612,1,1,1,
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (607).txt,,6.530612245,12.878787879,2,2,1,
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (465).txt,,6.787322003,11.753371869,3,2,0,
data/ppVietnamese_by_catalog/Easy/tn-2/tn-2 (51).txt,,5.848684211,14.615384615,1,2,0,
data/ppVietnamese_by_catalog/Easy/sgk/sgk (379).txt,,6.105263158,7.575757576,1,2,0,
data/ppVietnamese_by_catalog/Normal/TGT_TT_/TGT_TT_ (195).txt,,6.194968553,14.285714286,2,2,1,
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (373).txt,,5.937062937,14.606741573,2,2,1,
data/ppVietnamese_by_catalog/Easy/sgk/sgk (432).txt,,4.646153846,17.24137931,1,1,1,
data/ppVietnamese_by_catalog/Easy/sgk/sgk (223).txt,,5.343589744,16.842105263,1,1,1,
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (15).txt,,5.865384615,12.322274882,2,2,1,
data/ppVietnamese_by_catalog/Easy/sgk/sgk (279).txt,,6.044728435,15.328467153,1,2,0,
data/ppVietnamese_by_catalog/Normal/DH_VNE_/DH_VNE_ (472).txt,,6.757894737,15.909090909,2,2,1,
data/ppVietnamese_by_catalog/Normal/LD_TN_/LD_TN_ (650).txt,,5.816143498,21.818181818,2,2,1,
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (500).txt,,6.419080068,13.846153846,2,2,1,
data/ppVietnamese_by_catalog/Difficult/ttnq/ttnq (259).txt,,5.989145183,13.529411765,3,2,0,
data/ppVietnamese_by_catalog/Difficult/lv/lv (82).txt,,7.607218684,10.72234763,3,3,1,
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (50).txt,,7.221091582,11.178861789,3,3,1,
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (783).txt,,6.576923077,8.955223881,2,2,1,
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (912).txt,,7.818502548,9.782608696,3,3,1,
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (130).txt,,6.017751479,15.135135135,2,2,1,
data/ppVietnamese_by_catalog/Easy/vm-3/vm-3 (74).txt,,4.6,14.705882353,1,1,1,
data/ppVietnamese_by_catalog/Easy/gs/gs (30).txt,,5.395454545,13.812154696,1,1,1,
data/ppVietnamese_by_catalog/Normal/CG_TH_/CG_TH_ (323).txt,,6.544141252,17.511520737,2,2,1,
data/ppVietnamese_by_catalog/Easy/jk/jk (1).txt,,5.201117318,14.705882353,1,1,1,
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (703).txt,,7.454396056,11.037891269,3,3,1,
data/ppVietnamese_by_catalog/Normal/DH_VNE_/DH_VNE_ (10).txt,,6.575163399,12.14953271,2,2,1,
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (147).txt,,7.672862454,9.124767225,3,3,1,
data/ppVietnamese_by_catalog/Easy/vm-4/vm-4 (16).txt,,4.9375,15.625,1,1,1,
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (88).txt,,6.348314607,20.895522388,2,2,1,
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (551).txt,,6.266326531,16.246498599,2,2,1,
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (893).txt,,6.953898305,10.071942446,3,2,0,
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (198).txt,,6.657243816,10.666666667,2,2,1,
data/ppVietnamese_by_catalog/Difficult/ttnq/ttnq (41).txt,,8.252845528,14.179104478,3,3,1,
data/ppVietnamese_by_catalog/Easy/ebe/ebe (41).txt,,5.885993485,10.924369748,1,2,0,
data/ppVietnamese_by_catalog/Normal/CG_TH_/CG_TH_ (74).txt,,6.110599078,9.708737864,2,2,1,
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (496).txt,,6.426035503,13.888888889,2,2,1,
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (688).txt,,6.075675676,13.580246914,2,2,1,
data/ppVietnamese_by_catalog/Normal/DH_VNE_/DH_VNE_ (131).txt,,6.575757576,10.891089109,2,2,1,
data/ppVietnamese_by_catalog/Normal/CG_TH_/CG_TH_ (444).txt,,6.357065804,12.237762238,2,2,1,
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (358).txt,,6.165853659,15.646258503,2,2,1,
data/ppVietnamese_by_catalog/Normal/LS_VNE_/LS_VNE_ (1).txt,,5.904907975,16.014234875,2,2,1,
data/ppVietnamese_by_catalog/Normal/TT_TN_/TT_TN_ (364).txt,,5.560693642,15.068493151,2,1,0,
data/ppVietnamese_by_catalog/Easy/tn-3/tn-3 (98).txt,,4.880794702,15.384615385,1,1,1,
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (40).txt,,6.219444444,11.034482759,2,2,1,
data/ppVietnamese_by_catalog/Easy/ct24/ct24 (122).txt,,5.044428259,14.983713355,1,1,1,
data/ppVietnamese_by_catalog/Normal/TGT_TT_/TGT_TT_ (196).txt,,6.4375,20.408163265,2,2,1,
